名前,個人URL,ORCID,所属、役職,所属、役職URL,住所,アクセス方法,研究キーワード
"竹口 雅樹 (TAKEGUCHI, Masaki) ",https://samurai.nims.go.jp//profiles/takeguchi_masaki,https://orcid.org/0000-0002-0282-6020,"技術開発・共用部門,電子顕微鏡解析ステーション,ナノ構造解析グループ,グループリーダー,技術開発・共用部門,微細構造解析プラットフォーム推進室,運営マネージャー,先端材料解析研究拠点,原子構造物性分野,実働環境計測技術開発グループ,主席研究員,技術開発・共用部門,微細構造解析プラットフォーム,主席研究員,","https://samurai.nims.go.jp//profiles?unit=kh300,https://samurai.nims.go.jp//profiles?unit=kh3c0,https://samurai.nims.go.jp//profiles?unit=kh3c3,https://samurai.nims.go.jp//profiles?employee_position=G2050,https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?unit=kh500,https://samurai.nims.go.jp//profiles?employee_position=G0330,https://samurai.nims.go.jp//profiles?unit=kf000,https://samurai.nims.go.jp//profiles?unit=kf300,https://samurai.nims.go.jp//profiles?unit=kf320,https://samurai.nims.go.jp//profiles?employee_position=G4900,https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?unit=kh220,https://samurai.nims.go.jp//profiles?employee_position=G4900","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"電子顕微鏡,電子線ホログラフィー,共焦点STEM,3次元観察"
"武田 隆史 (TAKEDA, Takashi) ",https://samurai.nims.go.jp//profiles/takeda_takashi,https://orcid.org/0000-0003-2510-4562,"機能性材料研究拠点,光機能分野,蛍光体グループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpc00,https://samurai.nims.go.jp//profiles?unit=rpca0,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"蛍光体,窒化物,ドーピング"
"武田 泰明 (TAKEDA, Yasuaki) ",https://samurai.nims.go.jp//profiles/takeda_yasuaki,https://orcid.org/0000-0001-7217-9853,"グローバル中核部門,若手国際研究センター,ＩＣＹＳ－ＳＥＮＧＥＮ,ICYS-Sengen研究員,","https://samurai.nims.go.jp//profiles?unit=gi000,https://samurai.nims.go.jp//profiles?unit=gi100,https://samurai.nims.go.jp//profiles?unit=gi110,https://samurai.nims.go.jp//profiles?employee_position=L1140","305-0003 茨城県つくば市桜3-13 ",https://www.nims.go.jp/nims/office/tsukuba_sakura.html,
"武田 良彦 (TAKEDA, Yoshihiko) ",https://samurai.nims.go.jp//profiles/takeda_yoshihiko,https://orcid.org/0000-0003-4961-3687,"エネルギー・環境材料研究拠点,副拠点長,エネルギー・環境材料研究拠点,液体水素材料研究センター,水素材料制御グループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?employee_position=G0200,https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq500,https://samurai.nims.go.jp//profiles?unit=rq530,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0003 茨城県つくば市桜3-13 ",https://www.nims.go.jp/nims/office/tsukuba_sakura.html,"ナノ材料・ナノバイオサイエンス 非線形光学　量子ビーム"
"竹端 寛治 (TAKEHANA, Kanji) ",https://samurai.nims.go.jp//profiles/takehana_kanji,https://orcid.org/0000-0001-6386-1746,"エネルギー・環境材料研究拠点,液体水素材料研究センター,強磁場計測グループ,主幹研究員,技術開発・共用部門,低温応用ステーション,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq500,https://samurai.nims.go.jp//profiles?unit=rq520,https://samurai.nims.go.jp//profiles?employee_position=G5200,https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?unit=kh3a0,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0003 茨城県つくば市桜3-13 ",https://www.nims.go.jp/nims/office/tsukuba_sakura.html,"量子ドット,強磁場,量子現象"
"竹村 翔太 (TAKEMURA, Shota) ",https://samurai.nims.go.jp//profiles/takemura_shota,https://orcid.org/0000-0003-3462-0032,"機能性材料研究拠点,光機能分野,蛍光体グループ,NIMSポスドク研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpc00,https://samurai.nims.go.jp//profiles?unit=rpca0,https://samurai.nims.go.jp//profiles?employee_position=P7600","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"竹村 太郎 (TAKEMURA, Taro) ",https://samurai.nims.go.jp//profiles/takemura_taro,https://orcid.org/0000-0002-0390-9039,"技術開発・共用部門,ナノテクノロジー融合ステーション,ナノバイオグループ,主任エンジニア,統合型材料開発・情報基盤部門,材料データプラットフォームセンター,材料データ解析グループ,主任エンジニア,技術開発・共用部門,分子・物質合成プラットフォーム,主任エンジニア,","https://samurai.nims.go.jp//profiles?unit=kh300,https://samurai.nims.go.jp//profiles?unit=kh370,https://samurai.nims.go.jp//profiles?unit=kh372,https://samurai.nims.go.jp//profiles?employee_position=G5650,https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj500,https://samurai.nims.go.jp//profiles?unit=kj5a0,https://samurai.nims.go.jp//profiles?employee_position=G5650,https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?unit=kh240,https://samurai.nims.go.jp//profiles?employee_position=G5650","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,バイオインフォマティクス
"竹谷 純一 (TAKEYA, Junichi) ",https://samurai.nims.go.jp//profiles/takeya_junichi,https://orcid.org/0000-0002-7003-1350,"国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,超分子グループ,NIMS招聘研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2h0,https://samurai.nims.go.jp//profiles?employee_position=P7300","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"竹屋 浩幸 (TAKEYA, Hiroyuki) ",https://samurai.nims.go.jp//profiles/takeya_hiroyuki,https://orcid.org/0000-0001-9445-4705,"エネルギー・環境材料研究拠点,液体水素材料研究センター,NIMS特別研究員,","https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq500,https://samurai.nims.go.jp//profiles?employee_position=P7400","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"超伝導,結晶成長,評価"
"田代 健太郎 (TASHIRO, Kentaro) ",https://samurai.nims.go.jp//profiles/tashiro_kentaro,https://orcid.org/0000-0001-7424-0830,"国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,フロンティア分子グループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2l0,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"自己組織化,金属錯体,異方性"
"田島 暢夫 (TAJIMA, Nobuo) ",https://samurai.nims.go.jp//profiles/tajima_nobuo,https://orcid.org/0000-0002-4727-7176,"国際ナノアーキテクトニクス研究拠点(MANA),ナノセオリー分野,量子物性シミュレーショングループ,客員研究者,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp600,https://samurai.nims.go.jp//profiles?unit=mp620,https://samurai.nims.go.jp//profiles?employee_position=P8500","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"只野 央将 (TADANO, Terumasa) ",https://samurai.nims.go.jp//profiles/tadano_terumasa,https://orcid.org/0000-0002-8132-2161,"磁性・スピントロニクス材料研究拠点,磁性理論グループ,主任研究員,磁性・スピントロニクス材料研究拠点,元素戦略磁性材料研究拠点,電子論グループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs270,https://samurai.nims.go.jp//profiles?employee_position=G5500,https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs300,https://samurai.nims.go.jp//profiles?unit=rs320,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"First-principles calculation, Materials theory, Phonons, Energy transport, Permanent magnets, Software development"
"立木 実 (TACHIKI, Minoru) ",https://samurai.nims.go.jp//profiles/tachiki_minoru,https://orcid.org/0000-0002-6033-3515,"国際ナノアーキテクトニクス研究拠点(MANA),ナノシステム分野,量子物質特性グループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp300,https://samurai.nims.go.jp//profiles?unit=mp3k0,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"高温超伝導体,超伝導量子干渉素子,磁気顕微鏡"
"橘 信 (TACHIBANA, Makoto) ",https://samurai.nims.go.jp//profiles/tachibana_makoto,https://orcid.org/0000-0002-5907-5563,"国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,熱エネルギー変換材料グループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2d0,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"遷移金属酸化物,電子・磁気物性,単結晶育成開発"
"館山 佳尚 (TATEYAMA, Yoshitaka) ",https://samurai.nims.go.jp//profiles/tateyama_yoshitaka,https://orcid.org/0000-0002-5532-6134,"エネルギー・環境材料研究拠点,副拠点長,国際ナノアーキテクトニクス研究拠点(MANA),MANA主任研究者,エネルギー・環境材料研究拠点,界面計算科学グループ,グループリーダー,エネルギー・環境材料研究拠点,先進蓄電池研究開発拠点,計算科学チーム,チームリーダー,","https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?employee_position=G0200,https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?employee_position=G0600,https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq370,https://samurai.nims.go.jp//profiles?employee_position=G2050,https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq600,https://samurai.nims.go.jp//profiles?unit=rq690,https://samurai.nims.go.jp//profiles?employee_position=G1900","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"第一原理計算,自由エネルギー計算,酸化還元反応,電気化学反応,界面反応,リチウムイオン電池,太陽電池,触媒"
"田中 秋広 (TANAKA, Akihiro) ",https://samurai.nims.go.jp//profiles/tanaka_akihiro,https://orcid.org/0000-0001-8049-0860,"国際ナノアーキテクトニクス研究拠点(MANA),ナノセオリー分野,機能創成理論グループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp600,https://samurai.nims.go.jp//profiles?unit=mp640,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,量子位相，量子スピン，量子臨界現象，トポロジカル量子効果
"田中 雅彦 (TANAKA, Masahiko) ",https://samurai.nims.go.jp//profiles/tanaka_masahiko,https://orcid.org/0000-0001-8055-9717,"技術開発・共用部門,材料分析ステーション,化学分析・Ｘ線回折グループ,主幹エンジニア,技術開発・共用部門,微細構造解析プラットフォーム,主幹エンジニア,","https://samurai.nims.go.jp//profiles?unit=kh300,https://samurai.nims.go.jp//profiles?unit=kh330,https://samurai.nims.go.jp//profiles?unit=kh332,https://samurai.nims.go.jp//profiles?employee_position=G5350,https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?unit=kh220,https://samurai.nims.go.jp//profiles?employee_position=G5350","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"田中 美代子 (TANAKA, Miyoko) ",https://samurai.nims.go.jp//profiles/tanaka_miyoko,https://orcid.org/0000-0003-2650-2845,"技術開発・共用部門,微細構造解析プラットフォーム,プラットフォーム長,エネルギー・環境材料研究拠点,液体水素材料研究センター,水素材料制御グループ,主席研究員,","https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?unit=kh220,https://samurai.nims.go.jp//profiles?employee_position=G0340,https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq500,https://samurai.nims.go.jp//profiles?unit=rq530,https://samurai.nims.go.jp//profiles?employee_position=G4900","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"ナノ材料・ナノバイオサイエンス 薄膜・表面界面物性 金属物性"
"田中 喜典 (TANAKA, Yoshinori) ",https://samurai.nims.go.jp//profiles/tanaka_yoshinori,https://orcid.org/0000-0002-8888-428X,"エネルギー・環境材料研究拠点,NIMS特別研究員,","https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?employee_position=P7400","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"田邉 浩介 (TANABE, Kosuke) ",https://samurai.nims.go.jp//profiles/tanabe_kosuke,https://orcid.org/0000-0002-9986-7223,"統合型材料開発・情報基盤部門,材料データプラットフォームセンター,データシステムグループ,主任エンジニア,","https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj500,https://samurai.nims.go.jp//profiles?unit=kj580,https://samurai.nims.go.jp//profiles?employee_position=G5650","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"FRBR, Digital library, Next-L Enju"
"谷内 泰志 (TANIUCHI, Yasushi) ",https://samurai.nims.go.jp//profiles/taniuchi_yasushi,https://orcid.org/0000-0002-9988-3370,"構造材料研究拠点,構造材料試験プラットフォーム,クリープグループ,主任エンジニア,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rt200,https://samurai.nims.go.jp//profiles?unit=rt210,https://samurai.nims.go.jp//profiles?employee_position=G5650","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"谷口 彰良 (TANIGUCHI, Akiyoshi) ",https://samurai.nims.go.jp//profiles/taniguchi_akiyoshi,https://orcid.org/0000-0001-7835-2522,,,"305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"MEMS, ナノセンシング,細胞毒性"
"谷口 貴章 (TANIGUCHI, Takaaki) ",https://samurai.nims.go.jp//profiles/taniguchi_takaaki,https://orcid.org/0000-0002-8460-5431,"国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,機能性ナノマテリアルグループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2k0,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
